state,STATE,OCC_TITLE,A_MEAN
TX,Texas,Wellhead Pumpers,48990
UT,Utah,Wellhead Pumpers,53340
WV,West Virginia,Wellhead Pumpers,39690
WY,Wyoming,Wellhead Pumpers,52110
AL,Alabama,"Wholesale and Retail Buyers, Except Farm Products",58880
AK,Alaska,"Wholesale and Retail Buyers, Except Farm Products",54910
AZ,Arizona,"Wholesale and Retail Buyers, Except Farm Products",51350
CA,California,"Wholesale and Retail Buyers, Except Farm Products",57660
CO,Colorado,"Wholesale and Retail Buyers, Except Farm Products",52570
CT,Connecticut,"Wholesale and Retail Buyers, Except Farm Products",61640
DE,Delaware,"Wholesale and Retail Buyers, Except Farm Products",56810
DC,District of Columbia,"Wholesale and Retail Buyers, Except Farm Products",51520
FL,Florida,"Wholesale and Retail Buyers, Except Farm Products",59300
GA,Georgia,"Wholesale and Retail Buyers, Except Farm Products",66770
HI,Hawaii,"Wholesale and Retail Buyers, Except Farm Products",44380
ID,Idaho,"Wholesale and Retail Buyers, Except Farm Products",49660
IL,Illinois,"Wholesale and Retail Buyers, Except Farm Products",59650
IN,Indiana,"Wholesale and Retail Buyers, Except Farm Products",51050
IA,Iowa,"Wholesale and Retail Buyers, Except Farm Products",50390
KS,Kansas,"Wholesale and Retail Buyers, Except Farm Products",57170
KY,Kentucky,"Wholesale and Retail Buyers, Except Farm Products",53430
LA,Louisiana,"Wholesale and Retail Buyers, Except Farm Products",43670
ME,Maine,"Wholesale and Retail Buyers, Except Farm Products",51920
MD,Maryland,"Wholesale and Retail Buyers, Except Farm Products",60340
MA,Massachusetts,"Wholesale and Retail Buyers, Except Farm Products",65000
MI,Michigan,"Wholesale and Retail Buyers, Except Farm Products",51040
MN,Minnesota,"Wholesale and Retail Buyers, Except Farm Products",64700
MS,Mississippi,"Wholesale and Retail Buyers, Except Farm Products",54460
MO,Missouri,"Wholesale and Retail Buyers, Except Farm Products",55830
MT,Montana,"Wholesale and Retail Buyers, Except Farm Products",42220
NE,Nebraska,"Wholesale and Retail Buyers, Except Farm Products",52040
NV,Nevada,"Wholesale and Retail Buyers, Except Farm Products",48810
NH,New Hampshire,"Wholesale and Retail Buyers, Except Farm Products",59350
NJ,New Jersey,"Wholesale and Retail Buyers, Except Farm Products",70080
NM,New Mexico,"Wholesale and Retail Buyers, Except Farm Products",55280
NY,New York,"Wholesale and Retail Buyers, Except Farm Products",68500
NC,North Carolina,"Wholesale and Retail Buyers, Except Farm Products",56100
ND,North Dakota,"Wholesale and Retail Buyers, Except Farm Products",53960
OH,Ohio,"Wholesale and Retail Buyers, Except Farm Products",58150
OK,Oklahoma,"Wholesale and Retail Buyers, Except Farm Products",53650
OR,Oregon,"Wholesale and Retail Buyers, Except Farm Products",51730
PA,Pennsylvania,"Wholesale and Retail Buyers, Except Farm Products",56880
RI,Rhode Island,"Wholesale and Retail Buyers, Except Farm Products",78170
SC,South Carolina,"Wholesale and Retail Buyers, Except Farm Products",55780
SD,South Dakota,"Wholesale and Retail Buyers, Except Farm Products",48130
TN,Tennessee,"Wholesale and Retail Buyers, Except Farm Products",51900
TX,Texas,"Wholesale and Retail Buyers, Except Farm Products",58570
UT,Utah,"Wholesale and Retail Buyers, Except Farm Products",51830
VT,Vermont,"Wholesale and Retail Buyers, Except Farm Products",46780
VA,Virginia,"Wholesale and Retail Buyers, Except Farm Products",59770
WA,Washington,"Wholesale and Retail Buyers, Except Farm Products",52120
WV,West Virginia,"Wholesale and Retail Buyers, Except Farm Products",48930
WI,Wisconsin,"Wholesale and Retail Buyers, Except Farm Products",50550
WY,Wyoming,"Wholesale and Retail Buyers, Except Farm Products",0
GU,Guam,"Wholesale and Retail Buyers, Except Farm Products",29990
PR,Puerto Rico,"Wholesale and Retail Buyers, Except Farm Products",22030
VI,Virgin Islands,"Wholesale and Retail Buyers, Except Farm Products",31440
CA,California,Wind Turbine Service Technicians,48780
CO,Colorado,Wind Turbine Service Technicians,46280
IA,Iowa,Wind Turbine Service Technicians,49590
KS,Kansas,Wind Turbine Service Technicians,59680
MN,Minnesota,Wind Turbine Service Technicians,51150
NY,New York,Wind Turbine Service Technicians,45920
ND,North Dakota,Wind Turbine Service Technicians,58560
OH,Ohio,Wind Turbine Service Technicians,53770
TX,Texas,Wind Turbine Service Technicians,51730
WA,Washington,Wind Turbine Service Technicians,51110
WY,Wyoming,Wind Turbine Service Technicians,40550
AL,Alabama,"Woodworkers, All Other",28450
AZ,Arizona,"Woodworkers, All Other",30640
AR,Arkansas,"Woodworkers, All Other",30800
CA,California,"Woodworkers, All Other",26510
CT,Connecticut,"Woodworkers, All Other",35110
FL,Florida,"Woodworkers, All Other",40590
GA,Georgia,"Woodworkers, All Other",45130
HI,Hawaii,"Woodworkers, All Other",0
ID,Idaho,"Woodworkers, All Other",22940
IL,Illinois,"Woodworkers, All Other",29250
IN,Indiana,"Woodworkers, All Other",26240
IA,Iowa,"Woodworkers, All Other",0
KY,Kentucky,"Woodworkers, All Other",28190
ME,Maine,"Woodworkers, All Other",32080
MD,Maryland,"Woodworkers, All Other",30190
MA,Massachusetts,"Woodworkers, All Other",34590
MI,Michigan,"Woodworkers, All Other",27020
MN,Minnesota,"Woodworkers, All Other",26480
MS,Mississippi,"Woodworkers, All Other",28380
MO,Missouri,"Woodworkers, All Other",29230
NH,New Hampshire,"Woodworkers, All Other",33340
NJ,New Jersey,"Woodworkers, All Other",33740
NM,New Mexico,"Woodworkers, All Other",33370
NY,New York,"Woodworkers, All Other",46280
NC,North Carolina,"Woodworkers, All Other",31180
OH,Ohio,"Woodworkers, All Other",30900
OK,Oklahoma,"Woodworkers, All Other",45090
OR,Oregon,"Woodworkers, All Other",27280
PA,Pennsylvania,"Woodworkers, All Other",41680
SC,South Carolina,"Woodworkers, All Other",30330
TN,Tennessee,"Woodworkers, All Other",22670
TX,Texas,"Woodworkers, All Other",26880
VA,Virginia,"Woodworkers, All Other",36340
WA,Washington,"Woodworkers, All Other",41090
WI,Wisconsin,"Woodworkers, All Other",28220
AL,Alabama,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",24410
AZ,Arizona,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",27290
AR,Arkansas,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",25800
CA,California,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",28670
CO,Colorado,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",30110
CT,Connecticut,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",33330
DE,Delaware,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29970
FL,Florida,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",28440
GA,Georgia,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",26100
ID,Idaho,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29420
IL,Illinois,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29170
IN,Indiana,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",28770
IA,Iowa,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",30140
KS,Kansas,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",28510
KY,Kentucky,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",26530
LA,Louisiana,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",33370
ME,Maine,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29620
MD,Maryland,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",26650
MA,Massachusetts,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",32220
MI,Michigan,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",27370
MN,Minnesota,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",31050
MS,Mississippi,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",25090
MO,Missouri,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",26610
MT,Montana,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",35460
NE,Nebraska,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29050
NV,Nevada,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",27690
NH,New Hampshire,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",30570
NJ,New Jersey,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29380
NM,New Mexico,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",22650
NY,New York,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",32040
NC,North Carolina,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",27060
ND,North Dakota,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",31760
OH,Ohio,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29430
OK,Oklahoma,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29050
OR,Oregon,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",33340
PA,Pennsylvania,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",30670
RI,Rhode Island,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29480
SC,South Carolina,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",31430
SD,South Dakota,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",28290
TN,Tennessee,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",24260
TX,Texas,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",23780
UT,Utah,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",27050
VT,Vermont,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29450
VA,Virginia,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",25780
WA,Washington,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",35530
WV,West Virginia,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",25660
WI,Wisconsin,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",28680
WY,Wyoming,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",31240
PR,Puerto Rico,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",17850
AL,Alabama,Word Processors and Typists,33150
AK,Alaska,Word Processors and Typists,36520
AZ,Arizona,Word Processors and Typists,32360
AR,Arkansas,Word Processors and Typists,32310
CA,California,Word Processors and Typists,40410
CO,Colorado,Word Processors and Typists,38390
CT,Connecticut,Word Processors and Typists,39860
DE,Delaware,Word Processors and Typists,43470
DC,District of Columbia,Word Processors and Typists,43620
FL,Florida,Word Processors and Typists,29210
GA,Georgia,Word Processors and Typists,34400
HI,Hawaii,Word Processors and Typists,31800
ID,Idaho,Word Processors and Typists,22190
IL,Illinois,Word Processors and Typists,34760
IN,Indiana,Word Processors and Typists,30050
IA,Iowa,Word Processors and Typists,33510
KS,Kansas,Word Processors and Typists,33510
KY,Kentucky,Word Processors and Typists,33800
LA,Louisiana,Word Processors and Typists,31470
ME,Maine,Word Processors and Typists,35870
MD,Maryland,Word Processors and Typists,37770
MA,Massachusetts,Word Processors and Typists,40790
MI,Michigan,Word Processors and Typists,36610
MN,Minnesota,Word Processors and Typists,39290
MS,Mississippi,Word Processors and Typists,26260
MO,Missouri,Word Processors and Typists,32010
MT,Montana,Word Processors and Typists,31380
NE,Nebraska,Word Processors and Typists,32940
NV,Nevada,Word Processors and Typists,27940
NH,New Hampshire,Word Processors and Typists,34400
NJ,New Jersey,Word Processors and Typists,40630
NM,New Mexico,Word Processors and Typists,33640
NY,New York,Word Processors and Typists,37730
NC,North Carolina,Word Processors and Typists,33880
ND,North Dakota,Word Processors and Typists,28570
OH,Ohio,Word Processors and Typists,34160
OK,Oklahoma,Word Processors and Typists,33190
OR,Oregon,Word Processors and Typists,37590
PA,Pennsylvania,Word Processors and Typists,33960
RI,Rhode Island,Word Processors and Typists,39390
SC,South Carolina,Word Processors and Typists,30640
SD,South Dakota,Word Processors and Typists,25680
TN,Tennessee,Word Processors and Typists,31810
TX,Texas,Word Processors and Typists,34950
UT,Utah,Word Processors and Typists,30380
VT,Vermont,Word Processors and Typists,32670
VA,Virginia,Word Processors and Typists,37580
WA,Washington,Word Processors and Typists,46920
WV,West Virginia,Word Processors and Typists,33470
WI,Wisconsin,Word Processors and Typists,38730
WY,Wyoming,Word Processors and Typists,31840
PR,Puerto Rico,Word Processors and Typists,24170
AL,Alabama,Writers and Authors,54020
AK,Alaska,Writers and Authors,63540
AZ,Arizona,Writers and Authors,53720
AR,Arkansas,Writers and Authors,43490
CA,California,Writers and Authors,83620
CO,Colorado,Writers and Authors,66660
CT,Connecticut,Writers and Authors,77550
DE,Delaware,Writers and Authors,61800
DC,District of Columbia,Writers and Authors,88390
FL,Florida,Writers and Authors,54850
GA,Georgia,Writers and Authors,56430
HI,Hawaii,Writers and Authors,58630
ID,Idaho,Writers and Authors,60720
IL,Illinois,Writers and Authors,70750
IN,Indiana,Writers and Authors,44250
IA,Iowa,Writers and Authors,46390
KS,Kansas,Writers and Authors,49330
KY,Kentucky,Writers and Authors,46040
LA,Louisiana,Writers and Authors,42110
ME,Maine,Writers and Authors,44670
MD,Maryland,Writers and Authors,76190
MA,Massachusetts,Writers and Authors,73170
MI,Michigan,Writers and Authors,56350
MN,Minnesota,Writers and Authors,56630
MS,Mississippi,Writers and Authors,43450
MO,Missouri,Writers and Authors,65030
MT,Montana,Writers and Authors,44080
NE,Nebraska,Writers and Authors,48450
NV,Nevada,Writers and Authors,0
NH,New Hampshire,Writers and Authors,56240
NJ,New Jersey,Writers and Authors,62660
NM,New Mexico,Writers and Authors,52500
NY,New York,Writers and Authors,81340
NC,North Carolina,Writers and Authors,55700
ND,North Dakota,Writers and Authors,55330
OH,Ohio,Writers and Authors,57310
OK,Oklahoma,Writers and Authors,45910
OR,Oregon,Writers and Authors,66200
PA,Pennsylvania,Writers and Authors,63360
RI,Rhode Island,Writers and Authors,57800
SC,South Carolina,Writers and Authors,0
SD,South Dakota,Writers and Authors,48060
TN,Tennessee,Writers and Authors,42780
TX,Texas,Writers and Authors,55780
UT,Utah,Writers and Authors,50450
VT,Vermont,Writers and Authors,64580
VA,Virginia,Writers and Authors,70570
WA,Washington,Writers and Authors,69900
WV,West Virginia,Writers and Authors,42000
WI,Wisconsin,Writers and Authors,47630
PR,Puerto Rico,Writers and Authors,44910
AL,Alabama,Zoologists and Wildlife Biologists,59370
AK,Alaska,Zoologists and Wildlife Biologists,71790
AZ,Arizona,Zoologists and Wildlife Biologists,58010
AR,Arkansas,Zoologists and Wildlife Biologists,53280
CA,California,Zoologists and Wildlife Biologists,68600
CO,Colorado,Zoologists and Wildlife Biologists,64670
CT,Connecticut,Zoologists and Wildlife Biologists,86860
DC,District of Columbia,Zoologists and Wildlife Biologists,100870
FL,Florida,Zoologists and Wildlife Biologists,50180
GA,Georgia,Zoologists and Wildlife Biologists,50360
HI,Hawaii,Zoologists and Wildlife Biologists,77530
ID,Idaho,Zoologists and Wildlife Biologists,60820
IL,Illinois,Zoologists and Wildlife Biologists,63650
IN,Indiana,Zoologists and Wildlife Biologists,55780
IA,Iowa,Zoologists and Wildlife Biologists,65340
KY,Kentucky,Zoologists and Wildlife Biologists,48440
LA,Louisiana,Zoologists and Wildlife Biologists,69040
ME,Maine,Zoologists and Wildlife Biologists,52720
MD,Maryland,Zoologists and Wildlife Biologists,93150
